144	56	75	0	2104
144	59	75	0	2120
144	63	75	0	2127
144	68	75	0	2835
144	68	0	0	3020
144	70	75	0	3027
144	70	0	0	3223
144	71	75	0	3229
144	73	75	0	3442
144	71	0	0	3468
144	75	75	0	3706
144	73	0	0	3754
144	73	75	0	4409
144	75	0	0	4459
144	73	0	0	4660
144	71	75	0	4665
144	70	75	0	4903
144	71	0	0	4947
144	68	75	0	5172
144	70	0	0	5215
144	67	75	0	5808
144	68	0	0	5826
144	68	75	0	6469
144	64	75	0	6485
144	63	0	0	6495
144	67	0	0	6504
144	63	75	0	7089
144	64	0	0	7095
144	68	0	0	7112
144	67	75	0	7122
144	67	0	0	7721
144	61	75	0	7730
144	64	75	0	7734
144	63	0	0	7754
144	68	75	0	8326
144	63	75	0	8988
144	61	0	0	8995
144	67	75	0	9015
144	64	0	0	9023
144	68	0	0	9028
144	56	0	0	10324
144	58	75	0	10329
144	55	75	0	11527
144	59	0	0	11563
144	55	0	0	13879
144	58	0	0	14101
144	59	75	0	14168
144	56	75	0	14203
144	68	75	0	14686
144	67	0	0	14713
144	70	75	0	15203
144	68	0	0	15226
144	70	0	0	15666
144	71	75	0	15669
144	75	75	0	16201
144	71	0	0	16226
144	71	75	0	16600
144	75	0	0	16611
144	73	75	0	16960
144	71	0	0	17018
144	70	75	0	17317
144	73	0	0	17340
144	70	0	0	17672
144	75	75	0	17677
144	71	75	0	17924
144	75	0	0	17946
144	73	75	0	18239
144	71	0	0	18296
144	70	75	0	18548
144	73	0	0	18612
144	71	75	0	18927
144	70	0	0	18977
144	68	75	0	20616
144	71	0	0	20678
144	70	75	0	20980
144	68	0	0	20999
144	67	75	0	21281
144	70	0	0	21346
144	71	75	0	21619
144	67	0	0	21682
144	68	75	0	21914
144	71	0	0	21970
144	70	75	0	22298
144	68	0	0	22316
144	67	75	0	22626
144	70	0	0	22658
144	68	75	0	23035
144	67	0	0	23065
144	75	75	0	24581
144	68	0	0	24632
144	71	75	0	24926
144	75	0	0	24971
144	73	75	0	25251
144	71	0	0	25295
144	70	75	0	25523
144	73	0	0	25540
144	75	75	0	25831
144	70	0	0	25856
144	71	75	0	26112
144	75	0	0	26142
144	73	75	0	26447
144	71	0	0	26507
144	70	75	0	26810
144	73	0	0	26815
144	71	75	0	27163
144	70	0	0	27188
144	68	75	0	29116
144	71	0	0	29181
144	70	75	0	29451
144	68	0	0	29471
144	67	75	0	29737
144	70	0	0	29757
144	71	75	0	30049
144	67	0	0	30098
144	68	75	0	30334
144	71	0	0	30341
144	70	75	0	30635
144	68	0	0	30657
144	67	75	0	30907
144	70	0	0	30954
144	68	75	0	31253
144	67	0	0	31295
144	75	75	0	32856
144	68	0	0	32961
144	71	75	0	33315
144	75	0	0	33328
144	73	75	0	33511
144	71	0	0	33526
144	70	75	0	33649
144	73	0	0	33659
144	75	75	0	33798
144	70	0	0	33827
144	71	75	0	33915
144	75	0	0	33921
144	73	75	0	34067
144	71	0	0	34078
144	70	75	0	34135
144	73	0	0	34144
144	70	0	0	34260
144	75	75	0	34264
144	71	75	0	34372
144	75	0	0	34382
144	73	75	0	34498
144	71	0	0	34528
144	70	75	0	34598
144	73	0	0	34611
144	75	75	0	34715
144	70	0	0	34735
144	71	75	0	34845
144	75	0	0	34854
144	73	75	0	34962
144	71	0	0	34987
144	70	75	0	35080
144	73	0	0	35116
144	71	75	0	35208
144	70	0	0	35231
144	68	75	0	35381
144	71	0	0	35430
144	70	75	0	35531
144	68	0	0	35541
144	67	75	0	35648
144	70	0	0	35665
144	71	75	0	35810
144	67	0	0	35844
144	68	75	0	35931
144	71	0	0	35949
144	70	75	0	36076
144	68	0	0	36097
144	67	75	0	36186
144	70	0	0	36220
144	71	75	0	36325
144	67	0	0	36370
144	68	75	0	36456
144	71	0	0	36466
144	70	75	0	36566
144	68	0	0	36588
144	67	75	0	36706
144	70	0	0	36722
144	71	75	0	36850
144	67	0	0	36885
144	68	75	0	36985
144	71	0	0	37003
144	70	75	0	37125
144	68	0	0	37142
144	67	75	0	37253
144	70	0	0	37263
144	68	75	0	37552
144	67	0	0	37602
144	63	0	0	37625
144	63	75	0	37769
144	68	0	0	37814
144	63	0	0	37963
144	67	75	0	37969
144	64	75	0	38122
144	67	0	0	38128
144	68	75	0	38292
144	64	0	0	38343
144	63	75	0	38482
144	68	0	0	38491
144	67	75	0	38623
144	63	0	0	38638
144	64	75	0	38771
144	67	0	0	38788
144	68	75	0	38946
144	64	0	0	38992
144	63	75	0	39098
144	68	0	0	39114
144	67	75	0	39248
144	63	0	0	39263
144	64	75	0	39360
144	67	0	0	39394
144	68	75	0	39543
144	64	0	0	39590
144	68	0	0	39695
144	63	75	0	39707
144	67	75	0	39857
144	63	0	0	39877
144	64	75	0	40017
144	67	0	0	40027
144	68	75	0	40191
144	64	0	0	40218
144	64	75	0	40340
144	68	0	0	40345
144	67	75	0	40494
144	64	0	0	40546
144	63	75	0	40632
144	67	0	0	40643
144	68	75	0	40775
144	63	0	0	40792
144	64	75	0	40894
144	68	0	0	40925
144	67	75	0	41028
144	64	0	0	41076
144	63	75	0	41138
144	67	0	0	41147
144	68	75	0	41271
144	63	0	0	41280
144	64	75	0	41385
144	68	0	0	41419
144	67	75	0	41526
144	64	0	0	41561
144	63	75	0	41620
144	67	0	0	41632
144	68	75	0	41777
144	63	0	0	41784
144	64	75	0	41901
144	68	0	0	41915
144	67	75	0	42032
144	64	0	0	42080
144	63	75	0	42175
144	67	0	0	42214
144	64	75	0	42300
144	63	0	0	42324
144	71	75	0	43467
144	68	75	0	43500
144	68	0	0	43936
144	63	75	0	43943
144	67	75	0	43951
144	64	0	0	44000
144	70	75	0	44790
144	71	0	0	44831
144	71	75	0	45688
144	70	0	0	45714
144	63	0	0	45783
144	67	0	0	45826
144	68	75	0	45837
144	71	0	0	45843
144	70	75	0	45933
144	68	0	0	45965
144	67	75	0	46008
144	70	0	0	46056
144	71	75	0	46147
144	67	0	0	46188
144	68	75	0	46254
144	71	0	0	46264
144	70	75	0	46338
144	68	0	0	46374
144	67	75	0	46469
144	70	0	0	46481
144	71	75	0	46566
144	67	0	0	46623
144	68	75	0	46684
144	71	0	0	46695
144	70	75	0	46761
144	68	0	0	46806
144	67	75	0	46873
144	70	0	0	46890
144	71	75	0	46990
144	67	0	0	47040
144	68	75	0	47124
144	71	0	0	47133
144	71	75	0	47244
144	68	0	0	47262
144	67	75	0	47362
144	71	0	0	47387
144	68	75	0	47748
144	67	0	0	47801
144	70	75	0	48516
144	68	0	0	48562
144	70	0	0	48661
144	71	75	0	48663
144	73	75	0	48819
144	71	0	0	48833
144	73	0	0	49028
144	75	75	0	49163
144	71	75	0	49315
144	75	0	0	49330
144	73	75	0	49455
144	71	0	0	49479
144	70	75	0	49573
144	73	0	0	49598
144	70	0	0	49781
144	71	75	0	49786
144	68	75	0	51004
144	71	0	0	51057
144	70	75	0	51184
144	68	0	0	51205
144	67	75	0	51300
144	70	0	0	51335
144	68	75	0	51485
144	67	0	0	51537
144	64	75	0	52480
144	68	0	0	52538
144	67	75	0	52709
144	64	0	0	52830
144	63	75	0	53006
144	67	0	0	53074
144	64	75	0	53375
144	63	0	0	53424
144	61	75	0	54577
144	64	0	0	54628
144	64	75	0	54854
144	61	0	0	54866
144	61	75	0	55050
144	64	0	0	55144
144	63	75	0	55361
144	61	0	0	55414
144	59	0	0	58289
144	56	0	0	58294
144	63	0	0	58301
