144	59	77	0	3719
144	47	83	0	3722
144	62	72	0	3880
144	64	69	0	3892
144	71	64	0	3895
144	68	67	0	3898
144	66	67	0	3910
128	66	64	0	4089
128	71	64	0	4103
128	62	64	0	4106
128	68	64	0	4110
128	64	64	0	4114
144	64	59	0	4219
144	62	62	0	4221
144	68	39	0	4225
144	71	48	0	4232
128	47	64	0	4237
144	66	52	0	4245
128	59	64	0	4248
128	66	64	0	4302
128	71	64	0	4335
128	64	64	0	4341
128	62	64	0	4346
144	47	38	0	4350
128	68	64	0	4353
144	59	45	0	4357
144	54	59	0	4364
144	62	46	0	4581
144	71	53	0	4583
144	68	51	0	4587
144	64	55	0	4591
144	66	56	0	4612
128	66	64	0	4669
128	64	64	0	4743
128	62	64	0	4747
128	68	64	0	4755
128	71	64	0	4757
128	47	64	0	4835
128	54	64	0	4836
128	59	64	0	4839
144	62	58	0	4889
144	68	43	0	4893
144	64	60	0	4899
144	71	44	0	4903
144	66	45	0	4909
144	59	69	0	4955
144	47	69	0	4965
128	66	64	0	4975
128	71	64	0	4989
128	64	64	0	5000
128	62	64	0	5008
128	68	64	0	5018
144	62	49	0	5195
144	68	51	0	5201
144	64	60	0	5203
144	71	57	0	5209
144	66	56	0	5215
128	62	64	0	5351
128	64	64	0	5355
128	71	64	0	5359
128	66	64	0	5367
128	68	64	0	5375
128	47	64	0	5457
128	59	64	0	5475
144	68	45	0	5481
144	71	58	0	5489
144	62	62	0	5495
144	64	61	0	5497
144	66	39	0	5501
128	66	64	0	5575
144	59	67	0	5583
128	62	64	0	5609
144	47	66	0	5611
128	71	64	0	5615
128	64	64	0	5617
128	68	64	0	5621
144	68	46	0	5839
144	62	47	0	5843
144	71	54	0	5845
144	64	47	0	5849
144	66	50	0	5853
128	62	64	0	5973
128	64	64	0	5979
128	71	64	0	5985
128	66	64	0	5987
128	68	64	0	5993
128	59	64	0	6120
144	71	58	0	6140
144	68	48	0	6142
144	62	53	0	6144
144	64	63	0	6148
144	66	49	0	6154
128	47	64	0	6156
144	59	72	0	6223
144	47	85	0	6229
128	66	64	0	6231
128	71	64	0	6253
