
-- test_adjacency_recursive p#642 i=5
         452253 function calls (445756 primitive calls) in 0.438 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
       65    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
      143    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.007    0.007 defmatrix.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing.py:885(setParseAction)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:155(_check_versions)
        1    0.000    0.000    0.000    0.000 pkgutil.py:503(extend_path)
       56    0.000    0.000    0.000    0.000 pathlib.py:1048(_init)
      103    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:2729(parseImpl)
  108/107    0.000    0.000    0.000    0.000 __init__.py:235(wrapper)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
       37    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_linestyle)
       30    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
        1    0.000    0.000    0.053    0.053 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:47(TexManager)
        1    0.000    0.000    0.006    0.006 axis.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
       63    0.000    0.000    0.000    0.000 pyparsing.py:171(__init__)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 enum.py:973(_decompose)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:1685(isEnabledFor)
       38    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        4    0.000    0.000    0.000    0.000 enum.py:992(<listcomp>)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:803(name)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
      106    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
       11    0.000    0.000    0.002    0.000 pyparsing.py:1084(parseString)
        2    0.000    0.000    0.000    0.000 {built-in method posix.open}
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       20    0.000    0.000    0.001    0.000 pyparsing.py:2814(parseImpl)
        1    0.000    0.000    0.000    0.000 text.py:104(Text)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:60(Artist)
       62    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        1    0.000    0.000    0.033    0.033 fontconfig_pattern.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       97    0.000    0.000    0.000    0.000 docstring.py:65(do_copy)
    60/21    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1475(__str__)
       19    0.000    0.000    0.000    0.000 path.py:193(_update_values)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        1    0.000    0.000    0.002    0.002 subprocess.py:452(run)
       12    0.000    0.000    0.000    0.000 UnitSpherePoint.py:7(__init__)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       32    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1784(__str__)
       35    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.035    0.035 backend_qt5agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
       22    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2785(NavigationToolbar2)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:199(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       49    0.000    0.000    0.000    0.000 pyparsing.py:318(__getitem__)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       36    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       87    0.000    0.000    0.000    0.000 pyparsing.py:1481(streamline)
        6    0.000    0.000    0.000    0.000 deprecation.py:56(warn_deprecated)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       95    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 pyplot.py:2172(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 pathlib.py:1097(home)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       97    0.000    0.000    0.000    0.000 docstring.py:63(copy)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
     19/7    0.000    0.000    0.000    0.000 pyparsing.py:2647(streamline)
        9    0.000    0.000    0.000    0.000 deprecation.py:433(<listcomp>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
       58    0.000    0.000    0.000    0.000 pyparsing.py:366(__bool__)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        1    0.000    0.000    0.030    0.030 qt_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(PurePath)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:643(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
       16    0.000    0.000    0.000    0.000 pyparsing.py:486(__iadd__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       28    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       60    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:389(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 art3d.py:5(<module>)
       38    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      187    0.000    0.000    0.000    0.000 pyparsing.py:1698(<genexpr>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _pylab_helpers.py:79(destroy_all)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:228(_make_type_validator)
        1    0.000    0.000    0.006    0.006 blocking_input.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1281(_to_unmasked_float_array)
        1    0.000    0.000    0.006    0.006 font_manager.py:1004(json_load)
       32    0.000    0.000    0.000    0.000 rcsetup.py:925(<genexpr>)
     15/9    0.000    0.000    0.000    0.000 pyparsing.py:2334(copy)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       11    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        1    0.000    0.000    0.001    0.001 cycler.py:1(<module>)
        1    0.000    0.000    0.003    0.003 secrets.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       27    0.000    0.000    0.000    0.000 pathlib.py:1129(glob)
       12    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       82    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.002    0.002 platform.py:746(uname)
        5    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
        1    0.000    0.000    0.002    0.002 subprocess.py:368(check_output)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       30    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
       95    0.000    0.000    0.000    0.000 pyparsing.py:165(<genexpr>)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
        8    0.000    0.000    0.000    0.000 deprecation.py:231(wrapper)
        3    0.000    0.000    0.001    0.000 enum.py:483(_convert_)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       23    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
        1    0.000    0.000    0.002    0.002 texmanager.py:1(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:1431(setWhitespaceChars)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:2622(parseImpl)
       14    0.000    0.000    0.000    0.000 rcsetup.py:623(validate_capstyle)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       67    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        8    0.000    0.000    0.000    0.000 pathlib.py:711(_make_child)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        4    0.000    0.000    0.000    0.000 enum.py:894(_create_pseudo_member_)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3376(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.003    0.003 table.py:9(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:984(communicate)
      8/4    0.000    0.000    0.000    0.000 pyparsing.py:2261(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(SubplotTool)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:437(validate_font_properties)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:670(_get_scale_docs)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.005    0.005 category.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3353(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:927(__or__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2253(YAxis)
        6    0.000    0.000    0.000    0.000 weakref.py:284(update)
       25    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1058(resetCache)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        6    0.000    0.000    0.000    0.000 pathlib.py:1410(is_dir)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
     15/9    0.000    0.000    0.000    0.000 pyparsing.py:2336(<listcomp>)
       50    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       17    0.000    0.000    0.000    0.000 pyparsing.py:840(setName)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:401(haskeys)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
        2    0.000    0.000    0.000    0.000 __init__.py:42(__getattr__)
        1    0.000    0.000    0.000    0.000 _formlayout.py:57(ColorButton)
       51    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
      144    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
       56    0.000    0.000    0.000    0.000 __init__.py:1894(<genexpr>)
       30    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
      138    0.000    0.000    0.000    0.000 pyparsing.py:953(postParse)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 pathlib.py:1192(stat)
       30    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2471(__init__)
       70    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.003    0.003 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        8    0.000    0.000    0.036    0.005 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 mathtext.py:1925(<dictcomp>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(UUID)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
      8/4    0.000    0.000    0.000    0.000 pyparsing.py:2628(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
       18    0.000    0.000    0.000    0.000 subprocess.py:1636(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3223(oneOf)
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       13    0.000    0.000    0.000    0.000 pyparsing.py:771(_trim_arity)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       17    0.000    0.000    0.000    0.000 pyparsing.py:2982(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1543(setName)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3215(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
       76    0.000    0.000    0.000    0.000 pyparsing.py:2353(<genexpr>)
       57    0.000    0.000    0.000    0.000 __init__.py:2291(<genexpr>)
        1    0.000    0.000    0.000    0.000 IcosahedronMath.py:283(get_starting_points_adjacency_named)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 rcsetup.py:130(_validate_date)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       12    0.000    0.000    0.000    0.000 IcosahedronMath.py:365(<listcomp>)
        1    0.000    0.000    0.031    0.031 figureoptions.py:6(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
       24    0.000    0.000    0.000    0.000 dviread.py:168(<listcomp>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:848(setResultsName)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1420(debug)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        2    0.000    0.000    0.006    0.003 decoder.py:332(decode)
        3    0.000    0.000    0.000    0.000 rcsetup.py:701(_validate_hinting)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
       10    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        2    0.000    0.000    0.000    0.000 numeric.py:144(ones)
       46    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 rcsetup.py:292(validate_backend)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:287(CubicTriInterpolator)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
       34    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       51    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:591(_code_to_timestamp_pyc)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       28    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 ticker.py:1689(Locator)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
        1    0.000    0.000    0.002    0.002 platform.py:603(_syscmd_uname)
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
        6    0.000    0.000    0.000    0.000 deprecation.py:269(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:743(name)
        9    0.000    0.000    0.000    0.000 re.py:325(_subx)
       18    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
       28    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 transforms.py:685(Bbox)
        8    0.000    0.000    0.000    0.000 core.py:8099(getdoc)
        1    0.000    0.000    0.000    0.000 mathtext.py:642(BakomaFonts)
        2    0.000    0.000    0.000    0.000 pathlib.py:1280(mkdir)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
