0:12,18,24,30,36
1:29,23,17,41,35
2:12,13,14,15,19
3:15,16,17,22,20
4:18,19,20,21,25
5:21,22,23,28,26
6:24,25,26,27,31
7:27,28,29,34,32
8:30,31,32,33,37
9:33,34,35,40,38
10:36,37,38,39,13
11:39,40,41,16,14
12:0,36,13,2,19,18
13:36,10,39,14,2,12
14:13,39,11,16,15,2
15:2,14,16,3,20,19
16:14,11,41,17,3,15
17:16,41,1,23,22,3
18:0,12,19,4,25,24
19:12,2,15,20,4,18
20:19,15,3,22,21,4
21:4,20,22,5,26,25
22:20,3,17,23,5,21
23:22,17,1,29,28,5
24:0,18,25,6,31,30
25:18,4,21,26,6,24
26:25,21,5,28,27,6
27:6,26,28,7,32,31
28:26,5,23,29,7,27
29:28,23,1,35,34,7
30:0,24,31,8,37,36
31:24,6,27,32,8,30
32:31,27,7,34,33,8
33:8,32,34,9,38,37
34:32,7,29,35,9,33
35:34,29,1,41,40,9
36:0,30,37,10,13,12
37:30,8,33,38,10,36
38:37,33,9,40,39,10
39:10,38,40,11,14,13
40:38,9,35,41,11,39
41:40,35,1,17,16,11
