1, 1.0
2, 0.9863
3, 0.9396
4, 0.9286
5, 0.9313
6, 0.9379
7, 0.9324
8, 0.9451
9, 0.9522
10, 0.95
11, 0.9407
12, 0.9549
13, 0.8945
14, 0.8742
15, 0.8198
16, 0.8423
17, 0.7489
18, 0.8016
19, 0.7236
20, 0.7967
21, 0.7302
22, 0.7231
23, 0.661
24, 0.7775
25, 0.7137
26, 0.6819
27, 0.6929
28, 0.6687
29, 0.5626
30, 0.6791
31, 0.5374
32, 0.7137
33, 0.6165
34, 0.5291
35, 0.6049
36, 0.7791
37, 0.5181
38, 0.4978
39, 0.5632
40, 0.6681
41, 0.4527
42, 0.5841
43, 0.4357
44, 0.5857
45, 0.5604
46, 0.4418
47, 0.4099
48, 0.672
49, 0.5907
50, 0.5121
51, 0.45
52, 0.5187
53, 0.4126
54, 0.5736
55, 0.5044
56, 0.5555
57, 0.4049
58, 0.3923
59, 0.394
60, 0.6484
61, 0.3885
62, 0.3868
63, 0.5154
64, 0.7495
65, 0.4918
66, 0.5115
67, 0.3604
68, 0.4077
69, 0.4027
70, 0.5374
71, 0.3621
72, 0.6582
73, 0.3522
74, 0.3533
75, 0.4297
76, 0.4137
77, 0.4615
78, 0.4775
79, 0.311
80, 0.5615
81, 0.6165
82, 0.3291
83, 0.2951
84, 0.5231
85, 0.333
86, 0.2813
87, 0.3165
88, 0.4775
89, 0.2868
90, 0.5269
91, 0.3747
92, 0.328
93, 0.2879
94, 0.2654
95, 0.2764
96, 0.5187
97, 0.2489
98, 0.3297
99, 0.4027
100, 0.5412
101, 0.2379
102, 0.3044
103, 0.2341
104, 0.3912
105, 0.3396
106, 0.2275
107, 0.2291
108, 0.5192
109, 0.2401
110, 0.3764
111, 0.2148
112, 0.4011
113, 0.2209
114, 0.2835
115, 0.25
116, 0.2709
117, 0.3769
118, 0.2429
119, 0.2703
120, 0.5495
121, 0.4473
122, 0.2324
123, 0.2247
124, 0.2549
125, 0.4363
126, 0.411
127, 0.211
128, 0.5401
129, 0.2434
130, 0.3626
131, 0.2242
132, 0.4071
133, 0.2423
134, 0.2099
135, 0.2951
136, 0.2604
137, 0.1764
138, 0.2313
139, 0.1654
140, 0.344
141, 0.1813
142, 0.1637
143, 0.2868
144, 0.5659
145, 0.1753
146, 0.1374
147, 0.2104
148, 0.1654
149, 0.1302
150, 0.2753
151, 0.1269
152, 0.2066
153, 0.1989
154, 0.2582
155, 0.15
156, 0.3203
157, 0.1253
158, 0.1159
159, 0.1269
160, 0.317
161, 0.1456
162, 0.283
163, 0.1104
164, 0.1352
165, 0.2126
166, 0.1154
167, 0.1038
168, 0.3538
169, 0.3451
170, 0.1934
171, 0.1527
172, 0.1242
173, 0.0962
174, 0.1357
175, 0.1566
176, 0.2401
177, 0.1005
178, 0.0923
179, 0.0896
180, 0.3747
181, 0.089
182, 0.1918
183, 0.078
184, 0.1297
185, 0.0912
186, 0.1055
187, 0.1297
188, 0.0912
189, 0.1692
190, 0.1319
191, 0.0687
192, 0.3247
193, 0.0692
194, 0.0637
195, 0.1571
196, 0.2527
197, 0.0566
198, 0.2126
199, 0.0615
200, 0.2346
