memoizing neighbors
got new color (0, 255, 255, 255) at (0, 0)
got new color (0, 0, 0, 255) at (49, 140)
map size 90000 pixels
filling elevation for 18000 steps, plotting every None
step 0
step 1000
step 2000
step 3000
step 4000
step 5000
step 6000
step 7000
step 8000
step 9000
step 10000
step 11000
step 12000
step 13000
step 14000
step 15000
step 16000
step 17000
         1385756690 function calls (1385534453 primitive calls) in 666.268 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 _base.py:920(_set_artist_props)
       38    0.000    0.000    0.028    0.001 collections.py:880(draw)
        2    0.000    0.000    0.013    0.007 __init__.py:7(<module>)
      118    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        7    0.000    0.000    0.021    0.003 _backend_tk.py:637(_Button)
       84    0.000    0.000    0.000    0.000 collections.py:624(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:1166(_options)
      168    0.000    0.000    0.002    0.000 docstring.py:90(dedent)
      102    0.000    0.000    0.000    0.000 lines.py:1135(set_markeredgewidth)
      734    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      228    0.000    0.000    0.000    0.000 text.py:1179(set_text)
        1    0.000    0.000    0.000    0.000 _base.py:396(_AxesBase)
       53    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(round_)
      102    0.000    0.000    0.000    0.000 lines.py:1270(set_solid_joinstyle)
       41    0.000    0.000    0.001    0.000 transforms.py:343(ymin)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       69    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
       28    0.000    0.000    0.005    0.000 pyparsing.py:2757(__init__)
      680    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        5    0.000    0.000    0.000    0.000 transforms.py:268(frozen)
      136    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
      465    0.000    0.000    0.000    0.000 font_manager.py:1082(score_variant)
       22    0.000    0.000    0.000    0.000 artist.py:32(allow_rasterization)
       36    0.000    0.000    0.000    0.000 __init__.py:958(get_siblings)
      188    0.000    0.000    0.000    0.000 core.py:3347(dtype)
        2    0.000    0.000    0.003    0.001 shape_base.py:1(<module>)
      102    0.000    0.000    0.000    0.000 lines.py:607(axes)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
       34    0.000    0.000    0.001    0.000 markers.py:759(_set_tickright)
        8    0.000    0.000    0.000    0.000 axis.py:970(<listcomp>)
       82    0.000    0.000    0.000    0.000 text.py:958(set_color)
       21    0.000    0.000    0.000    0.000 _base.py:789(get_yaxis_text2_transform)
        1    0.000    0.000    0.011    0.011 cm.py:19(<module>)
       33    0.000    0.000    0.001    0.000 core.py:6415(array)
      124    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
      381    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
       42    0.000    0.000    0.000    0.000 collections.py:508(set_linestyle)
      407    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
       34    0.000    0.000    0.001    0.000 markers.py:753(_set_tickleft)
        1    0.000    0.000    0.000    0.000 category.py:127(StrCategoryFormatter)
       32    0.000    0.000    0.000    0.000 axis.py:820(reset_ticks)
      240    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       32    0.000    0.000    0.001    0.000 _base.py:2110(_process_single_axis)
       66    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:27(inner)
    32/16    0.000    0.000    0.001    0.000 transforms.py:2465(inverted)
      102    0.000    0.000    0.000    0.000 lines.py:1177(set_markersize)
       35    0.000    0.000    0.018    0.001 <frozen importlib._bootstrap_external>:903(create_module)
       53    0.000    0.000    0.001    0.000 fromnumeric.py:3512(round_)
      200    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       96    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       53    0.000    0.000    0.001    0.000 fromnumeric.py:3079(around)
       13    0.000    0.000    0.001    0.000 axis.py:431(_get_text1)
       36    0.000    0.000    0.001    0.000 text.py:267(update_from)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
      196    0.000    0.000    0.000    0.000 font_manager.py:895(_normalize_font_family)
       13    0.000    0.000    0.003    0.000 axis.py:464(_get_tick1line)
       40    0.000    0.000    0.001    0.000 transforms.py:350(xmax)
      244    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.004    0.001 _base.py:2401(autoscale_view)
        2    0.000    0.000    0.025    0.013 _base.py:417(__init__)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      102    0.000    0.000    0.000    0.000 lines.py:956(set_antialiased)
        1    0.000    0.000    0.000    0.000 figure.py:250(Figure)
       32    0.000    0.000    0.003    0.000 ticker.py:1821(__init__)
      138    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.008    0.008 pyparsing.py:5377(pyparsing_common)
      144    0.000    0.000    0.000    0.000 inspect.py:690(getmodule)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
       18    0.000    0.000    0.003    0.000 axis.py:1352(_copy_tick_props)
      358    0.000    0.000    0.000    0.000 artist.py:792(get_rasterized)
      174    0.000    0.000    0.000    0.000 stride_tricks.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       22    0.000    0.000    0.000    0.000 transforms.py:2760(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
      184    0.000    0.000    0.000    0.000 transforms.py:1705(_get_is_affine)
      3/1    0.000    0.000    0.126    0.126 image.py:120(_draw_list_compositing_images)
       21    0.000    0.000    0.021    0.001 axis.py:2189(_get_tick)
       11    0.000    0.000    0.020    0.002 axis.py:1388(get_major_ticks)
      102    0.000    0.000    0.000    0.000 lines.py:979(set_drawstyle)
      627    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
       34    0.000    0.000    0.000    0.000 axis.py:1603(set_major_locator)
        1    0.000    0.000    0.000    0.000 table.py:204(Table)
       21    0.000    0.000    0.000    0.000 axis.py:540(apply_tickdir)
       41    0.000    0.000    0.000    0.000 pyparsing.py:2791(parseImpl)
       42    0.000    0.000    0.001    0.000 transforms.py:357(ymax)
       60    0.000    0.000    0.000    0.000 rcsetup.py:72(<listcomp>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:933(<dictcomp>)
       66    0.000    0.000    0.000    0.000 transforms.py:2734(get_matrix)
       42    0.000    0.000    0.002    0.000 collections.py:742(set_alpha)
       42    0.000    0.000    0.000    0.000 collections.py:629(set_antialiased)
       43    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1043(__import__)
       53    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(around)
        8    0.000    0.000    0.000    0.000 _base.py:2445(<listcomp>)
        7    0.000    0.000    0.001    0.000 ticker.py:649(set_locs)
       19    0.000    0.000    0.000    0.000 axis.py:871(_translate_tick_kw)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
       10    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
      259    0.000    0.000    0.000    0.000 font_manager.py:688(get_file)
       79    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
      610    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
       22    0.000    0.000    0.001    0.000 _methods.py:97(_clip)
       12    0.000    0.000    0.021    0.002 __init__.py:2129(__init__)
       78    0.000    0.000    0.000    0.000 font_manager.py:708(set_family)
       41    0.000    0.000    0.000    0.000 ticker.py:549(fix_minus)
      153    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
       94    0.000    0.000    0.000    0.000 backend_bases.py:1022(get_hatch_path)
      666    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       80    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(linspace)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:116(_broadcast_to)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
       63    0.000    0.000    0.001    0.000 font_manager.py:631(__eq__)
       48    0.000    0.000    0.000    0.000 transforms.py:1853(inverted)
        1    0.000    0.000    0.000    0.000 backend_managers.py:43(ToolManager)
        8    0.000    0.000    0.001    0.000 spines.py:36(__init__)
      358    0.000    0.000    0.000    0.000 artist.py:811(get_agg_filter)
       82    0.000    0.000    0.000    0.000 backend_bases.py:953(set_foreground)
        8    0.000    0.000    0.001    0.000 _base.py:3532(set_ylim)
    35/31    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:911(exec_module)
       13    0.000    0.000    0.002    0.000 axis.py:475(_get_tick2line)
       82    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 __init__.py:1183(_fixupParents)
      102    0.000    0.000    0.000    0.000 lines.py:1120(set_markeredgecolor)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       63    0.000    0.000    0.000    0.000 rcsetup.py:429(validate_fontsize)
       48    0.000    0.000    0.001    0.000 axis.py:311(set_label1)
       11    0.000    0.000    0.033    0.003 artist.py:1511(kwdoc)
       66    0.000    0.000    0.000    0.000 transforms.py:2184(_get_is_affine)
      328    0.000    0.000    0.000    0.000 font_manager.py:685(get_size_in_points)
   121/65    0.000    0.000    0.000    0.000 _base.py:657(get_xaxis_transform)
      118    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      342    0.000    0.000    0.000    0.000 fromnumeric.py:2185(_any_dispatcher)
      331    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       42    0.000    0.000    0.000    0.000 __init__.py:1543(__init__)
       82    0.000    0.000    0.000    0.000 text.py:1231(set_usetex)
        2    0.000    0.000    0.000    0.000 __init__.py:404(open_file_cm)
        1    0.000    0.000    0.025    0.025 _axes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 core.py:3161(__getitem__)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
      118    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
      136    0.000    0.000    0.000    0.000 transforms.py:1729(__array__)
       83    0.000    0.000    0.000    0.000 text.py:1163(set_verticalalignment)
      298    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:811(get_filename)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
      576    0.000    0.000    0.000    0.000 inspect.py:2743(return_annotation)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:53(GifImageFile)
        8    0.000    0.000    0.002    0.000 axis.py:1853(_get_pixel_distance_along_axis)
      330    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      351    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        9    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       76    0.000    0.000    0.000    0.000 artist.py:836(set_alpha)
      125    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
        7    0.000    0.000    0.001    0.000 _base.py:3142(set_xlim)
       22    0.000    0.000    0.002    0.000 traceback.py:196(extract_stack)
       13    0.000    0.000    0.001    0.000 axis.py:448(_get_text2)
       23    0.000    0.000    0.000    0.000 __init__.py:1239(__init__)
       13    0.000    0.000    0.000    0.000 _base.py:682(get_xaxis_text1_transform)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        1    0.000    0.000    0.003    0.003 Image.py:27(<module>)
       48    0.000    0.000    0.001    0.000 axis.py:324(set_label2)
      164    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_string)
        1    0.000    0.000    0.000    0.000 __init__.py:2702(Menu)
        1    0.000    0.000    0.006    0.006 inspect.py:27(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:740(cycler)
       27    0.000    0.000    0.000    0.000 axis.py:506(update_position)
       10    0.000    0.000    0.000    0.000 __init__.py:162(connect)
       42    0.000    0.000    0.000    0.000 pyparsing.py:732(copy)
      184    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        1    0.000    0.000    0.007    0.007 font_manager.py:21(<module>)
       32    0.000    0.000    0.004    0.000 axis.py:766(_set_scale)
       97    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
       15    0.000    0.000    0.000    0.000 pathlib.py:51(parse_parts)
        1    0.000    0.000    0.006    0.006 patches.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1465(set)
        3    0.000    0.000    0.002    0.001 colors.py:692(_init)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000  666.270  666.270 ElevationGeneration.py:1(<module>)
       52    0.000    0.000    0.000    0.000 transforms.py:2204(transform_non_affine)
      117    0.000    0.000    0.026    0.000 re.py:222(compile)
       65    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(hstack)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
       84    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:303(_populate)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        7    0.000    0.000    0.003    0.000 cm.py:222(to_rgba)
        8    0.000    0.000    0.001    0.000 axis.py:2232(_get_pixel_distance_along_axis)
      118    0.000    0.000    0.004    0.000 collections.py:671(set_facecolor)
       88    0.000    0.000    0.000    0.000 cm.py:154(get_cmap)
       24    0.000    0.000    0.000    0.000 axis.py:1533(set_units)
       22    0.000    0.000    0.000    0.000 lines.py:679(_transform_path)
       27    0.000    0.000    0.000    0.000 locale.py:627(getpreferredencoding)
       12    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
       37    0.000    0.000    0.000    0.000 __init__.py:95(_cnfmerge)
       44    0.000    0.000    0.000    0.000 transforms.py:378(intervalx)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1227(setParseAction)
        9    0.000    0.000    0.001    0.000 __init__.py:3333(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2182(__hash__)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       42    0.000    0.000    0.000    0.000 artist.py:172(have_units)
       34    0.000    0.000    0.003    0.000 lines.py:939(get_path)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       83    0.000    0.000    0.000    0.000 collections.py:690(get_edgecolor)
        1    0.000    0.000    0.020    0.020 platform.py:10(<module>)
        2    0.000    0.000    0.126    0.063 _base.py:2556(draw)
        1    0.000    0.000    0.004    0.004 linalg.py:10(<module>)
       32    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
       44    0.000    0.000    0.000    0.000 lines.py:508(get_fillstyle)
      168    0.000    0.000    0.000    0.000 text.py:881(get_text)
       32    0.000    0.000    0.003    0.000 ticker.py:2527(__init__)
        2    0.000    0.000    0.005    0.003 axis.py:1924(_update_label_position)
      229    0.000    0.000    0.000    0.000 artist.py:724(get_visible)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(FontManager)
       74    0.000    0.000    0.006    0.000 patches.py:708(get_patch_transform)
        2    0.000    0.000    0.000    0.000 contour.py:1252(_process_levels)
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
        1    0.000    0.000    0.019    0.019 request.py:68(<module>)
       31    0.000    0.000    0.000    0.000 warnings.py:371(__enter__)
        7    0.000    0.000    0.000    0.000 _base.py:4251(get_children)
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
      415    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      102    0.000    0.000    0.000    0.000 lines.py:968(set_color)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
       69    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
  152/136    0.000    0.000    0.000    0.000 spines.py:158(_ensure_position_is_set)
        4    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
        1    0.000    0.000    0.005    0.005 npyio.py:1(<module>)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
        6    0.000    0.000    0.003    0.000 enum.py:532(_convert)
       38    0.000    0.000    0.000    0.000 patches.py:259(_set_edgecolor)
       55    0.000    0.000    0.000    0.000 rcsetup.py:667(__call__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      118    0.000    0.000    0.000    0.000 collections.py:392(set_hatch)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
       32    0.000    0.000    0.000    0.000 scale.py:555(scale_factory)
      6/3    0.000    0.000    0.001    0.000 gridspec.py:478(get_position)
        2    0.000    0.000    0.001    0.000 _base.py:2510(_update_title_position)
       33    0.000    0.000    0.000    0.000 __init__.py:1046(_bind)
        1    0.000    0.000    0.022    0.022 _backend_tk.py:654(_init_toolbar)
        1    0.000    0.000    0.024    0.024 text.py:3(<module>)
       88    0.000    0.000    0.001    0.000 docstring.py:122(<lambda>)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
       69    0.000    0.000    0.000    0.000 shape_base.py:593(_column_stack_dispatcher)
       27    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
       24    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
        1    0.000    0.000    0.006    0.006 _backend_tk.py:1(<module>)
      124    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
       76    0.000    0.000    0.000    0.000 core.py:3577(_get_data)
       55    0.000    0.000    0.000    0.000 rcsetup.py:939(_validate_linestyle)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
       24    0.000    0.000    0.001    0.000 transforms.py:809(from_bounds)
        1    0.000    0.000    0.001    0.001 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.004    0.004 dates.py:134(<module>)
       51    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
      266    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
        1    0.000    0.000    0.005    0.005 ssl.py:88(<module>)
       80    0.000    0.000    0.000    0.000 function_base.py:20(_index_deprecate)
       34    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:42(_wrapit)
       24    0.000    0.000    0.000    0.000 dviread.py:155(decorate)
      537    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       34    0.000    0.000    0.000    0.000 axis.py:190(_set_labelrotation)
      615    0.000    0.000    0.000    0.000 inspect.py:2739(parameters)
       38    0.000    0.000    0.049    0.001 contour.py:1147(_make_paths)
       30    0.000    0.000    0.000    0.000 rcsetup.py:288(__call__)
       38    0.000    0.000    0.001    0.000 patches.py:285(_set_facecolor)
        1    0.000    0.000    0.000    0.000 __init__.py:792(<dictcomp>)
        2    0.000    0.000    0.007    0.004 axis.py:2297(_update_label_position)
      168    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.087    0.087 colorbar.py:20(<module>)
      118    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       44    0.000    0.000    0.000    0.000 artist.py:927(set_label)
        1    0.000    0.000    0.011    0.011 subprocess.py:356(<module>)
       39    0.000    0.000    0.001    0.000 inspect.py:2747(replace)
       22    0.000    0.000    0.000    0.000 markers.py:260(__bool__)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
       45    0.000    0.000    0.000    0.000 transforms.py:386(intervaly)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
       44    0.000    0.000    0.000    0.000 text.py:242(get_rotation)
       23    0.000    0.000    0.004    0.000 overrides.py:200(decorator)
       51    0.000    0.000    0.003    0.000 transforms.py:272(__array__)
        1    0.000    0.000    0.003    0.003 __init__.py:31(<module>)
       13    0.000    0.000    0.000    0.000 _base.py:710(get_xaxis_text2_transform)
       78    0.000    0.000    0.000    0.000 font_manager.py:721(set_style)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       33    0.000    0.000    0.000    0.000 axis.py:1571(set_major_formatter)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
       84    0.000    0.000    0.000    0.000 text.py:974(set_horizontalalignment)
      138    0.000    0.000    0.000    0.000 core.py:1357(getmask)
       38    0.000    0.000    0.000    0.000 ticker.py:558(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        1    0.000    0.000    0.010    0.010 index_tricks.py:1(<module>)
       40    0.000    0.000    0.000    0.000 font_manager.py:827(copy)
       22    0.000    0.000    0.000    0.000 lines.py:871(get_markeredgecolor)
       66    0.000    0.000    0.001    0.000 traceback.py:279(line)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3525(parseImpl)
       13    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:737(create_module)
      108    0.000    0.000    0.000    0.000 _methods.py:44(_any)
       23    0.000    0.000    0.000    0.000 __init__.py:1774(getLogger)
       13    0.000    0.000    0.012    0.001 axis.py:1813(_get_tick)
       45    0.000    0.000    0.000    0.000 colors.py:876(__init__)
        1    0.000    0.000    0.007    0.007 _backend_tk.py:203(__init__)
        1    0.000    0.000    0.039    0.039 figure.py:12(<module>)
        1    0.000    0.000    0.001    0.001 Image.py:650(tobytes)
        2    0.000    0.000    0.003    0.002 axis.py:2536(get_tick_space)
       75    0.000    0.000    0.001    0.000 _methods.py:32(_amin)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3270(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
       78    0.000    0.000    0.000    0.000 font_manager.py:732(set_variant)
       83    0.000    0.000    0.000    0.000 text.py:246(set_rotation_mode)
      126    0.000    0.000    0.000    0.000 figure.py:457(_get_dpi)
        1    0.000    0.000    0.016    0.016 image.py:4(<module>)
       12    0.000    0.000    0.004    0.000 artist.py:1094(__init__)
       34    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       78    0.000    0.000    0.001    0.000 _methods.py:28(_amax)
       46    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(diff)
        1    0.000    0.000    0.000    0.000 figure.py:280(__init__)
       43    0.000    0.000    0.000    0.000 contour.py:1002(get_transform)
       40    0.000    0.000    0.000    0.000 __init__.py:909(clean)
       22    0.000    0.000    0.002    0.000 pyparsing.py:1024(extract_stack)
        1    0.000    0.000    0.023    0.023 collections.py:10(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:17(<module>)
       70    0.000    0.000    0.000    0.000 text.py:1141(set_y)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
       66    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       10    0.000    0.000    0.009    0.001 axis.py:1418(grid)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(<genexpr>)
        2    0.000    0.000    0.003    0.001 axis.py:2151(get_tick_space)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       39    0.000    0.000    0.000    0.000 colors.py:788(__init__)
       14    0.000    0.000    0.000    0.000 pathlib.py:629(_parse_args)
       78    0.000    0.000    0.000    0.000 font_manager.py:1009(get_default_size)
      445    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:919(_sanity_check)
       12    0.000    0.000    0.000    0.000 __init__.py:2104(_setup)
      368    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
      126    0.000    0.000    0.000    0.000 deprecation.py:115(deprecated)
        4    0.000    0.000    0.000    0.000 path.py:516(get_extents)
      100    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        2    0.000    0.000    0.000    0.000 _base.py:1443(apply_aspect)
       28    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        1    0.000    0.000    0.002    0.002 _axes.py:5817(pcolormesh)
       34    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        1    0.000    0.000    0.004    0.004 _base.py:1(<module>)
       17    0.000    0.000    0.000    0.000 os.py:720(__getitem__)
        1    0.000    0.000    0.015    0.015 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
        1    0.000    0.000    0.302    0.302 ElevationGeneration.py:707(pre_plot)
      118    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       18    0.000    0.000    0.000    0.000 markers.py:773(_set_tickdown)
       12    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        5    0.000    0.000    0.000    0.000 _base.py:2426(<listcomp>)
        1    0.000    0.000    0.035    0.035 contour.py:3(<module>)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
       18    0.000    0.000    0.000    0.000 markers.py:767(_set_tickup)
       49    0.000    0.000    0.000    0.000 core.py:593(filled)
       28    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.021    0.021 _internal.py:6(<module>)
        5    0.000    0.000    0.000    0.000 ticker.py:704(_set_orderOfMagnitude)
       13    0.000    0.000    0.000    0.000 axis.py:417(apply_tickdir)
      101    0.000    0.000    0.000    0.000 axis.py:1516(have_units)
       17    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
      298    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:656(create_module)
       33    0.000    0.000    0.000    0.000 axis.py:1619(set_minor_locator)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1078(<listcomp>)
       12    0.000    0.000    0.000    0.000 transforms.py:2263(__init__)
       39    0.000    0.000    0.000    0.000 inspect.py:447(unwrap)
      102    0.000    0.000    0.000    0.000 lines.py:526(set_markevery)
       22    0.000    0.000    0.001    0.000 transforms.py:2801(get_transformed_path_and_affine)
       32    0.000    0.000    0.000    0.000 axis.py:1587(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
